feature,family,mean_ic,t_stat,sign_consistent_windows,status,excluded_reason
abnormal_off_exchange_shorting,shorting,,,0,FAIL,data_source_block
above_20dma,technical,-0.009866,-1.928446,6,FAIL,
accruals,fundamental,-0.025274,-8.32949,9,PASS,
adx_14,technical,0.010197,2.580687,7,FAIL,
amihud,technical,0.05011,11.636673,7,PASS,
analyst_coverage,analyst,-0.166618,-1.203851,1,FAIL,
asset_growth,fundamental,0.027887,5.924111,7,PASS,
atr_14,technical,0.081803,9.043615,8,PASS,
bb_position,technical,-0.009586,-1.709857,6,FAIL,
bb_width,technical,0.055601,8.482509,8,PASS,
breadth_momentum,composite,,,0,FAIL,
breadth_pct_above_20dma,composite,-0.009874,-1.879677,6,FAIL,
cci_20,technical,-0.011125,-2.001858,7,FAIL,
close_to_vwap,intraday,,,0,FAIL,family_not_in_horizon
consensus_upside,analyst_proxy,0.021344,1.766061,4,FAIL,
coverage_change_proxy,analyst_proxy,-0.011523,-1.669202,5,FAIL,
credit_spread,macro,,,0,FAIL,
credit_spread_change,macro,,,0,FAIL,
credit_widening_x_leverage,composite,-0.025956,-4.831329,9,PASS,
crowding_unwind_risk,short_interest,0.008473,2.377965,10,FAIL,
current_ratio,fundamental,0.041835,8.29537,8,PASS,
curve_inverted_x_growth,composite,0.010156,0.928917,3,FAIL,
days_since_last_10k,sec_filing,-0.009604,-3.081446,7,FAIL,
days_since_last_10q,sec_filing,-0.013906,-5.52639,10,FAIL,
days_since_last_8k,sec_filing,0.007633,3.024976,6,FAIL,
debt_to_equity,fundamental,-0.022068,-6.205546,7,PASS,
dividend_yield,fundamental,-0.024511,-3.668795,7,PASS,
downgrade_count,analyst_proxy,0.009975,3.346125,8,FAIL,
earnings_beat_recency,earnings,-0.00477,-1.608431,8,FAIL,
earnings_beat_recency_30d,earnings,-0.00477,-1.608431,8,FAIL,
earnings_beat_streak,earnings,-0.006855,-2.326251,7,FAIL,
earnings_growth_yoy,fundamental,0.010118,2.323514,7,FAIL,
earnings_surprise_avg_4q,earnings,0.007409,2.208488,5,FAIL,
earnings_surprise_latest,earnings,0.008611,2.737806,7,FAIL,
earnings_surprise_recency,earnings,0.004313,1.423875,7,FAIL,
earnings_surprise_recency_20d,earnings,0.004455,1.534873,6,FAIL,
eps_revision_direction,analyst,-0.007318,-3.561023,4,FAIL,
eps_surprise,fundamental,-0.009333,-2.995033,7,FAIL,
ev_ebitda,fundamental,0.018157,2.749537,8,PASS,
fcf_mom_20d,composite,-0.008433,-1.820082,9,FAIL,
fcf_yield,fundamental,-0.006192,-1.162396,8,FAIL,
ffr,macro,,,0,FAIL,
filing_burst_20d,sec_filing,-0.004568,-1.603859,4,FAIL,
financial_health_trend,analyst_proxy,-0.000973,-0.23498,5,FAIL,
gap_pct,intraday,,,0,FAIL,family_not_in_horizon
gk_vol,technical,0.078117,9.081129,8,PASS,
gross_margin,fundamental,0.012794,2.650664,4,FAIL,
has_recent_8k_5d,sec_filing,-0.006756,-2.820655,7,FAIL,
high_52w_ratio,technical,-0.034185,-4.639495,7,PASS,
high_vix_x_beta,composite,0.045525,2.626125,7,PASS,
idio_vol,technical,0.063799,7.734811,8,PASS,
insider_abnormal_buy_90d,insider,-0.017711,-4.024059,6,FAIL,
insider_buy_intensity_20d,insider,-0.016958,-7.5098,7,PASS,
insider_buy_value,insider,-0.033668,-12.698804,8,PASS,
insider_cluster_buy,insider,-0.032118,-14.859591,9,PASS,
insider_cluster_buy_30d_w,insider,-0.02705,-12.151971,8,PASS,
insider_net_buy_ratio,insider,-0.018183,-6.14049,8,PASS,
insider_net_intensity_60d,insider,0.022604,8.484055,8,PASS,
insider_role_skew_30d,insider,0.027197,10.781458,9,PASS,
intraday_ret,intraday,,,0,FAIL,family_not_in_horizon
large_trade_ratio,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
last_30m_ret,intraday,,,0,FAIL,family_not_in_horizon
late_day_aggressiveness,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
leverage_vol_20d,composite,-4.5e-05,-0.011768,8,FAIL,
liquidity_momentum,composite,-0.008553,-1.349013,7,FAIL,
low_52w_ratio,technical,0.047577,7.76489,9,PASS,
macd_histogram,technical,-0.011043,-2.113437,8,FAIL,
macd_signal,technical,-0.011896,-2.048308,8,FAIL,
macro_risk_on,composite,,,0,FAIL,
margin_quality_combo,composite,0.007335,1.491828,4,FAIL,
market_ret_20d,macro,,,0,FAIL,
mean_reversion_combo,composite,-0.007487,-1.409575,6,FAIL,
mom_vol_adj_20d,composite,-0.010224,-1.684278,8,FAIL,
mom_vol_adj_60d,composite,-0.004167,-0.672968,7,FAIL,
momentum_rank_20d,technical,-0.008527,-1.313113,7,FAIL,
momentum_rank_60d,technical,-0.002249,-0.342754,8,FAIL,
narrow_leadership_score,composite,-0.00446,-0.646616,4,FAIL,
net_grade_change_20d,analyst_proxy,-0.011884,-4.063462,9,FAIL,
net_grade_change_5d,analyst_proxy,,,0,FAIL,feature_not_applicable_to_horizon
net_grade_change_60d,analyst_proxy,-0.012804,-3.785748,6,FAIL,
obv_slope,technical,-0.012167,-2.614562,8,FAIL,
off_exchange_volume_ratio,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
offhours_trade_ratio,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
open_30m_ret,intraday,,,0,FAIL,family_not_in_horizon
operating_margin,fundamental,-0.019071,-4.214705,6,FAIL,
overnight_gap,daily,-0.003423,-0.550487,5,FAIL,
overnight_ret,intraday,,,0,FAIL,family_not_in_horizon
pb_ratio,fundamental,0.028172,4.672061,9,PASS,
pe_ratio,fundamental,-8.1e-05,-0.012881,4,FAIL,
pead_setup,earnings,-0.005132,-1.309423,5,FAIL,
profitability_combo,composite,0.012688,2.764839,7,FAIL,
ps_ratio,fundamental,0.003268,0.466678,6,FAIL,
quality_value_roa_pe,composite,0.000246,0.039636,4,FAIL,
quality_value_roe_pb,composite,-0.029452,-4.904175,9,PASS,
realized_vol_1d,intraday,,,0,FAIL,family_not_in_horizon
recent_8k_count_20d,sec_filing,-0.009163,-3.587045,6,FAIL,
recent_8k_count_5d,sec_filing,-0.00712,-2.94543,6,FAIL,
recent_8k_count_60d,sec_filing,-0.013407,-5.062023,6,FAIL,
residual_momentum,technical,-0.010587,-1.634739,7,FAIL,
residual_ret_10d,technical,-0.007605,-1.148879,6,FAIL,
residual_ret_5d,technical,-0.006524,-1.030733,5,FAIL,
ret_10d,technical,-0.008568,-1.315555,7,FAIL,
ret_20d,technical,-0.008527,-1.313113,7,FAIL,
ret_5d,technical,-0.008377,-1.342597,8,FAIL,
ret_60d,technical,-0.002249,-0.342754,8,FAIL,
ret_vol_interaction_20d,composite,-0.008553,-1.349013,7,FAIL,
ret_vol_interaction_60d,composite,-0.001557,-0.240473,8,FAIL,
return_dispersion_20d,composite,-0.009176,-1.341944,7,FAIL,
revenue_growth_yoy,fundamental,0.022804,3.556123,6,FAIL,
revenue_revision_pct,analyst,-0.360925,-1.828569,1,FAIL,
risk_sentiment,composite,,,0,FAIL,
roa,fundamental,0.014575,2.601167,7,FAIL,
roe,fundamental,0.01115,2.558602,7,FAIL,
rsi_14,technical,-0.013108,-2.11722,9,FAIL,
rsi_28,technical,-0.013171,-2.038749,9,FAIL,
sector_pressure,sector_rotation,,,0,FAIL,
sector_pressure_x_divergence,sector_rotation,,,0,FAIL,
sector_rel_ret_5d,sector_rotation,,,0,FAIL,
sector_volume_surge,sector_rotation,,,0,FAIL,
short_interest_abnormal_1y,short_interest,-0.005908,-1.897788,4,FAIL,
short_interest_change,short_interest,-0.000892,-0.290785,5,FAIL,
short_interest_change_20d,short_interest,-0.000892,-0.290785,5,FAIL,
short_interest_ratio,short_interest,-0.007075,-1.690243,9,FAIL,
short_interest_sector_rel,short_interest,-0.003419,-0.94339,9,FAIL,
short_sale_accel,shorting,-0.004268,-1.174649,7,FAIL,
short_sale_ratio_1d,shorting,,,0,FAIL,feature_not_applicable_to_horizon
short_sale_ratio_5d,shorting,-0.022825,-4.832453,7,PASS,
short_squeeze_setup,short_interest,0.002642,0.775195,5,FAIL,
sp500_breadth,macro,,,0,FAIL,
spread_stress,composite,,,0,FAIL,
stoch_d,technical,-0.015397,-2.636477,8,PASS,
stoch_k,technical,-0.010429,-1.852513,9,FAIL,
stock_beta_252,technical,0.055633,4.816054,7,PASS,
stock_vs_sector_20d,sector_rotation,,,0,FAIL,
surprise_flip_qoq,earnings,-0.004829,-2.122826,5,FAIL,
surprise_vs_history,earnings,-0.006259,-2.36088,5,FAIL,
target_dispersion_proxy,analyst_proxy,-0.011034,-0.731209,4,FAIL,
target_price_drift,analyst_proxy,-0.040369,-1.063856,6,FAIL,
trade_imbalance_proxy,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
transactions_count_zscore,intraday,,,0,FAIL,family_not_in_horizon
trend_confirmation,composite,-0.012248,-2.291479,8,FAIL,
turnover_rate,technical,0.010254,1.830418,3,FAIL,
upgrade_count,analyst_proxy,-0.005653,-1.913078,6,FAIL,
valuation_spread_pb_pe,composite,0.002911,0.584199,5,FAIL,
value_mom_pb,composite,-0.031216,-5.175824,9,PASS,
value_mom_pe,composite,-0.000216,-0.034985,7,FAIL,
vix,macro,,,0,FAIL,
vix_change_5d,macro,,,0,FAIL,
vix_rank,macro,,,0,FAIL,
vol_20d,technical,0.067356,8.370116,8,PASS,
vol_60d,technical,0.079366,8.900368,7,PASS,
vol_change,technical,0.001615,0.395683,7,FAIL,
vol_rank,technical,0.067356,8.370116,8,PASS,
vol_scaled_reversal_5d,technical,0.008615,1.505827,8,FAIL,
volume_curve_surprise,intraday,,,0,FAIL,family_not_in_horizon
volume_ratio_20d,technical,0.004829,1.519355,8,FAIL,
volume_ratio_5d,technical,-0.004738,-1.475699,6,FAIL,
volume_surge,daily,-0.006973,-2.112455,5,FAIL,
vwap_deviation,technical,0.005836,1.14893,6,FAIL,
yield_10y,macro,,,0,FAIL,
yield_spread_10y2y,macro,,,0,FAIL,
