feature,family,mean_ic,t_stat,sign_consistent_windows,status,excluded_reason
abnormal_off_exchange_shorting,shorting,,,0,FAIL,data_source_block
above_20dma,technical,-0.012406,-1.082345,3,FAIL,
accruals,fundamental,,,0,FAIL,family_not_in_horizon
adx_14,technical,-0.001637,-0.177316,2,FAIL,
amihud,technical,0.020143,2.295635,4,FAIL,
analyst_coverage,analyst,,,0,FAIL,family_not_in_horizon
asset_growth,fundamental,,,0,FAIL,family_not_in_horizon
atr_14,technical,0.030082,1.571434,4,FAIL,
bb_position,technical,-0.012677,-0.943312,3,FAIL,
bb_width,technical,0.012606,0.860546,5,FAIL,
breadth_momentum,composite,,,0,FAIL,
breadth_pct_above_20dma,composite,-0.012662,-1.067178,3,FAIL,
cci_20,technical,-0.012307,-0.915188,4,FAIL,
close_to_vwap,intraday,-0.020681,-1.632379,4,FAIL,
consensus_upside,analyst_proxy,,,0,FAIL,family_not_in_horizon
coverage_change_proxy,analyst_proxy,,,0,FAIL,family_not_in_horizon
credit_spread,macro,,,0,FAIL,family_not_in_horizon
credit_spread_change,macro,,,0,FAIL,family_not_in_horizon
credit_widening_x_leverage,composite,-0.007387,-0.753868,3,FAIL,
crowding_unwind_risk,short_interest,,,0,FAIL,family_not_in_horizon
current_ratio,fundamental,,,0,FAIL,family_not_in_horizon
curve_inverted_x_growth,composite,-0.266604,,0,FAIL,
days_since_last_10k,sec_filing,,,0,FAIL,family_not_in_horizon
days_since_last_10q,sec_filing,,,0,FAIL,family_not_in_horizon
days_since_last_8k,sec_filing,,,0,FAIL,family_not_in_horizon
debt_to_equity,fundamental,,,0,FAIL,family_not_in_horizon
dividend_yield,fundamental,,,0,FAIL,family_not_in_horizon
downgrade_count,analyst_proxy,,,0,FAIL,family_not_in_horizon
earnings_beat_recency,earnings,6.3e-05,0.010217,2,FAIL,
earnings_beat_recency_30d,earnings,6.3e-05,0.010217,2,FAIL,
earnings_beat_streak,earnings,-0.003313,-0.503561,2,FAIL,
earnings_growth_yoy,fundamental,,,0,FAIL,family_not_in_horizon
earnings_surprise_avg_4q,earnings,0.008197,1.269424,4,FAIL,
earnings_surprise_latest,earnings,0.009554,1.669566,4,FAIL,
earnings_surprise_recency,earnings,0.007891,1.41102,4,FAIL,
earnings_surprise_recency_20d,earnings,0.00726,1.300136,4,FAIL,
eps_revision_direction,analyst,,,0,FAIL,family_not_in_horizon
eps_surprise,fundamental,,,0,FAIL,family_not_in_horizon
ev_ebitda,fundamental,,,0,FAIL,family_not_in_horizon
fcf_mom_20d,composite,-0.010988,-1.176838,4,FAIL,
fcf_yield,fundamental,,,0,FAIL,family_not_in_horizon
ffr,macro,,,0,FAIL,family_not_in_horizon
filing_burst_20d,sec_filing,,,0,FAIL,family_not_in_horizon
financial_health_trend,analyst_proxy,,,0,FAIL,family_not_in_horizon
gap_pct,intraday,0.015363,2.307052,4,FAIL,
gk_vol,technical,0.026537,1.536834,4,FAIL,
gross_margin,fundamental,,,0,FAIL,family_not_in_horizon
has_recent_8k_5d,sec_filing,,,0,FAIL,family_not_in_horizon
high_52w_ratio,technical,-0.0225,-1.289793,5,FAIL,
high_vix_x_beta,composite,0.038033,1.176697,4,FAIL,
idio_vol,technical,0.027547,1.766939,4,FAIL,
insider_abnormal_buy_90d,insider,,,0,FAIL,family_not_in_horizon
insider_buy_intensity_20d,insider,,,0,FAIL,family_not_in_horizon
insider_buy_value,insider,,,0,FAIL,family_not_in_horizon
insider_cluster_buy,insider,,,0,FAIL,family_not_in_horizon
insider_cluster_buy_30d_w,insider,,,0,FAIL,family_not_in_horizon
insider_net_buy_ratio,insider,,,0,FAIL,family_not_in_horizon
insider_net_intensity_60d,insider,,,0,FAIL,family_not_in_horizon
insider_role_skew_30d,insider,,,0,FAIL,family_not_in_horizon
intraday_ret,intraday,-0.014679,-1.072488,4,FAIL,
large_trade_ratio,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
last_30m_ret,intraday,-0.011783,-0.954875,3,FAIL,
late_day_aggressiveness,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
leverage_vol_20d,composite,0.009626,1.25339,4,FAIL,
liquidity_momentum,composite,-0.022455,-1.478424,5,FAIL,
low_52w_ratio,technical,0.004818,0.339481,3,FAIL,
macd_histogram,technical,-0.005426,-0.426655,2,FAIL,
macd_signal,technical,-0.020521,-1.657382,4,FAIL,
macro_risk_on,composite,,,0,FAIL,
margin_quality_combo,composite,-0.002317,-0.241929,3,FAIL,
market_ret_20d,macro,,,0,FAIL,family_not_in_horizon
mean_reversion_combo,composite,-0.008161,-0.654049,3,FAIL,
mom_vol_adj_20d,composite,-0.020467,-1.477063,4,FAIL,
mom_vol_adj_60d,composite,-0.015384,-1.037819,4,FAIL,
momentum_rank_20d,technical,-0.022008,-1.425254,5,FAIL,
momentum_rank_60d,technical,-0.016246,-1.046645,4,FAIL,
narrow_leadership_score,composite,0.026879,1.645323,3,FAIL,
net_grade_change_20d,analyst_proxy,,,0,FAIL,family_not_in_horizon
net_grade_change_5d,analyst_proxy,,,0,FAIL,family_not_in_horizon
net_grade_change_60d,analyst_proxy,,,0,FAIL,family_not_in_horizon
obv_slope,technical,-0.009232,-0.989928,4,FAIL,
off_exchange_volume_ratio,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
offhours_trade_ratio,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
open_30m_ret,intraday,0.0175,1.3145,4,FAIL,
operating_margin,fundamental,,,0,FAIL,family_not_in_horizon
overnight_gap,daily,-0.007527,-0.546429,2,FAIL,
overnight_ret,intraday,0.015363,2.307052,4,FAIL,
pb_ratio,fundamental,,,0,FAIL,family_not_in_horizon
pe_ratio,fundamental,,,0,FAIL,family_not_in_horizon
pead_setup,earnings,0.00487,0.624075,4,FAIL,
profitability_combo,composite,0.001522,0.155265,2,FAIL,
ps_ratio,fundamental,,,0,FAIL,family_not_in_horizon
quality_value_roa_pe,composite,-0.001505,-0.106657,2,FAIL,
quality_value_roe_pb,composite,-0.006862,-0.499939,3,FAIL,
realized_vol_1d,intraday,0.022502,1.144676,5,FAIL,
recent_8k_count_20d,sec_filing,,,0,FAIL,family_not_in_horizon
recent_8k_count_5d,sec_filing,,,0,FAIL,family_not_in_horizon
recent_8k_count_60d,sec_filing,,,0,FAIL,family_not_in_horizon
residual_momentum,technical,-0.015671,-1.069268,3,FAIL,
residual_ret_10d,technical,-0.00106,-0.070069,2,FAIL,
residual_ret_5d,technical,-0.001533,-0.098727,1,FAIL,
ret_10d,technical,0.00086,0.055591,2,FAIL,
ret_20d,technical,-0.022008,-1.425254,5,FAIL,
ret_5d,technical,-0.00191,-0.117764,2,FAIL,
ret_60d,technical,-0.016246,-1.046645,4,FAIL,
ret_vol_interaction_20d,composite,-0.022455,-1.478424,5,FAIL,
ret_vol_interaction_60d,composite,-0.016633,-1.080668,3,FAIL,
return_dispersion_20d,composite,-0.023983,-1.465307,5,FAIL,
revenue_growth_yoy,fundamental,,,0,FAIL,family_not_in_horizon
revenue_revision_pct,analyst,,,0,FAIL,family_not_in_horizon
risk_sentiment,composite,,,0,FAIL,
roa,fundamental,,,0,FAIL,family_not_in_horizon
roe,fundamental,,,0,FAIL,family_not_in_horizon
rsi_14,technical,-0.01768,-1.216404,4,FAIL,
rsi_28,technical,-0.019847,-1.341486,5,FAIL,
sector_pressure,sector_rotation,,,0,FAIL,family_not_in_horizon
sector_pressure_x_divergence,sector_rotation,,,0,FAIL,family_not_in_horizon
sector_rel_ret_5d,sector_rotation,,,0,FAIL,family_not_in_horizon
sector_volume_surge,sector_rotation,,,0,FAIL,family_not_in_horizon
short_interest_abnormal_1y,short_interest,,,0,FAIL,family_not_in_horizon
short_interest_change,short_interest,,,0,FAIL,family_not_in_horizon
short_interest_change_20d,short_interest,,,0,FAIL,family_not_in_horizon
short_interest_ratio,short_interest,,,0,FAIL,family_not_in_horizon
short_interest_sector_rel,short_interest,,,0,FAIL,family_not_in_horizon
short_sale_accel,shorting,,,0,FAIL,family_not_in_horizon
short_sale_ratio_1d,shorting,,,0,FAIL,family_not_in_horizon
short_sale_ratio_5d,shorting,,,0,FAIL,family_not_in_horizon
short_squeeze_setup,short_interest,,,0,FAIL,family_not_in_horizon
sp500_breadth,macro,,,0,FAIL,family_not_in_horizon
spread_stress,composite,,,0,FAIL,
stoch_d,technical,-0.008805,-0.649653,3,FAIL,
stoch_k,technical,-0.007196,-0.56618,2,FAIL,
stock_beta_252,technical,0.016983,0.828123,3,FAIL,
stock_vs_sector_20d,sector_rotation,,,0,FAIL,family_not_in_horizon
surprise_flip_qoq,earnings,0.005781,1.299359,3,FAIL,
surprise_vs_history,earnings,0.00371,0.818405,2,FAIL,
target_dispersion_proxy,analyst_proxy,,,0,FAIL,family_not_in_horizon
target_price_drift,analyst_proxy,,,0,FAIL,family_not_in_horizon
trade_imbalance_proxy,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
transactions_count_zscore,intraday,0.004681,0.623827,4,FAIL,
trend_confirmation,composite,-0.008289,-0.641802,2,FAIL,
turnover_rate,technical,0.013905,1.238635,4,FAIL,
upgrade_count,analyst_proxy,,,0,FAIL,family_not_in_horizon
valuation_spread_pb_pe,composite,-0.001609,-0.143536,2,FAIL,
value_mom_pb,composite,-0.007675,-0.565979,3,FAIL,
value_mom_pe,composite,-0.002218,-0.156715,2,FAIL,
vix,macro,,,0,FAIL,family_not_in_horizon
vix_change_5d,macro,,,0,FAIL,family_not_in_horizon
vix_rank,macro,,,0,FAIL,family_not_in_horizon
vol_20d,technical,0.022763,1.296116,4,FAIL,
vol_60d,technical,0.025499,1.352512,4,FAIL,
vol_change,technical,0.000163,0.020069,3,FAIL,
vol_rank,technical,0.022763,1.296116,4,FAIL,
vol_scaled_reversal_5d,technical,0.00346,0.238471,1,FAIL,
volume_curve_surprise,intraday,0.002878,0.422241,2,FAIL,
volume_ratio_20d,technical,0.000113,0.019218,4,FAIL,
volume_ratio_5d,technical,-0.00624,-1.047501,4,FAIL,
volume_surge,daily,-0.000307,-0.049346,3,FAIL,
vwap_deviation,technical,-0.017711,-1.608836,4,FAIL,
yield_10y,macro,,,0,FAIL,family_not_in_horizon
yield_spread_10y2y,macro,,,0,FAIL,family_not_in_horizon
