feature,family,mean_ic,t_stat,sign_consistent_windows,status,excluded_reason
abnormal_off_exchange_shorting,shorting,,,0,FAIL,data_source_block
above_20dma,technical,-0.009021,-0.929788,2,FAIL,
accruals,fundamental,-0.026951,-5.047064,5,FAIL,
adx_14,technical,0.037922,5.362382,4,FAIL,
amihud,technical,0.060612,8.451383,4,FAIL,
analyst_coverage,analyst,,,0,FAIL,
asset_growth,fundamental,0.023936,2.525629,3,FAIL,
atr_14,technical,0.107428,6.010981,4,FAIL,
bb_position,technical,-0.010171,-0.932997,2,FAIL,
bb_width,technical,0.085193,6.250591,4,FAIL,
breadth_momentum,composite,,,0,FAIL,
breadth_pct_above_20dma,composite,-0.010121,-1.003033,2,FAIL,
cci_20,technical,-0.010286,-0.960241,3,FAIL,
close_to_vwap,intraday,,,0,FAIL,family_not_in_horizon
consensus_upside,analyst_proxy,0.150786,3.557212,2,FAIL,
coverage_change_proxy,analyst_proxy,-0.040829,-2.300788,2,FAIL,
credit_spread,macro,,,0,FAIL,
credit_spread_change,macro,,,0,FAIL,
credit_widening_x_leverage,composite,-0.012469,-1.226882,5,FAIL,
crowding_unwind_risk,short_interest,0.01757,3.280818,4,FAIL,
current_ratio,fundamental,0.058349,8.248341,4,FAIL,
curve_inverted_x_growth,composite,0.010405,,0,FAIL,
days_since_last_10k,sec_filing,-0.01263,-2.315521,3,FAIL,
days_since_last_10q,sec_filing,-0.01013,-2.671403,4,FAIL,
days_since_last_8k,sec_filing,0.007019,1.741694,4,FAIL,
debt_to_equity,fundamental,-0.009654,-1.627592,3,FAIL,
dividend_yield,fundamental,0.012177,0.847762,2,FAIL,
downgrade_count,analyst_proxy,0.016978,3.43678,4,FAIL,
earnings_beat_recency,earnings,-0.000367,-0.059655,3,FAIL,
earnings_beat_recency_30d,earnings,-0.000367,-0.059655,3,FAIL,
earnings_beat_streak,earnings,-0.003922,-0.638519,3,FAIL,
earnings_growth_yoy,fundamental,-0.01375,-1.566313,3,FAIL,
earnings_surprise_avg_4q,earnings,0.034507,6.550228,4,FAIL,
earnings_surprise_latest,earnings,0.024475,4.339227,4,FAIL,
earnings_surprise_recency,earnings,0.021143,4.02893,4,FAIL,
earnings_surprise_recency_20d,earnings,0.020965,4.108149,4,FAIL,
eps_revision_direction,analyst,,,0,FAIL,
eps_surprise,fundamental,-0.009045,-1.756934,4,FAIL,
ev_ebitda,fundamental,0.011521,0.771575,3,FAIL,
fcf_mom_20d,composite,-0.012846,-1.533313,4,FAIL,
fcf_yield,fundamental,-0.009042,-0.952342,4,FAIL,
ffr,macro,,,0,FAIL,
filing_burst_20d,sec_filing,-0.003631,-0.800708,2,FAIL,
financial_health_trend,analyst_proxy,-0.003741,-0.485372,2,FAIL,
gap_pct,intraday,,,0,FAIL,family_not_in_horizon
gk_vol,technical,0.103988,6.268332,4,FAIL,
gross_margin,fundamental,-0.002956,-0.31073,3,FAIL,
has_recent_8k_5d,sec_filing,-0.005594,-1.489937,4,FAIL,
high_52w_ratio,technical,-0.074137,-4.904687,5,FAIL,
high_vix_x_beta,composite,0.127237,4.19778,4,FAIL,
idio_vol,technical,0.112658,7.491233,4,FAIL,
