feature_name,domain,ic,rank_ic,icir,abs_ic,n_obs,n_dates,n_tickers,passed
earnings_surprise_latest,earnings,0.008611,0.008611,2.737806,0.008611,0,0,503,False
earnings_surprise_recency,earnings,0.004313,0.004313,1.423875,0.004313,0,0,503,False
earnings_surprise_recency_20d,earnings,0.004455,0.004455,1.534873,0.004455,0,0,503,False
eps_revision_direction,analyst,-0.007318,-0.007318,-3.561023,0.007318,0,0,503,False
eps_surprise,fundamental,-0.009333,-0.009333,-2.995033,0.009333,0,0,503,False
ev_ebitda,fundamental,0.018157,0.018157,2.749537,0.018157,0,0,503,True
fcf_mom_20d,composite,-0.008433,-0.008433,-1.820082,0.008433,0,0,503,False
fcf_yield,fundamental,-0.006192,-0.006192,-1.162396,0.006192,0,0,503,False
ffr,macro,,,,,0,0,503,False
filing_burst_20d,sec_filing,-0.004568,-0.004568,-1.603859,0.004568,0,0,503,False
financial_health_trend,analyst_proxy,-0.000973,-0.000973,-0.23498,0.000973,0,0,503,False
gap_pct,intraday,,,,,0,0,503,False
gk_vol,technical,0.078117,0.078117,9.081129,0.078117,0,0,503,True
gross_margin,fundamental,0.012794,0.012794,2.650664,0.012794,0,0,503,False
has_recent_8k_5d,sec_filing,-0.006756,-0.006756,-2.820655,0.006756,0,0,503,False
high_52w_ratio,technical,-0.034185,-0.034185,-4.639495,0.034185,0,0,503,True
high_vix_x_beta,composite,0.045525,0.045525,2.626125,0.045525,0,0,503,True
idio_vol,technical,0.063799,0.063799,7.734811,0.063799,0,0,503,True
insider_abnormal_buy_90d,insider,-0.017711,-0.017711,-4.024059,0.017711,0,0,503,False
insider_buy_intensity_20d,insider,-0.016958,-0.016958,-7.5098,0.016958,0,0,503,True
insider_buy_value,insider,-0.033668,-0.033668,-12.698804,0.033668,0,0,503,True
insider_cluster_buy,insider,-0.032118,-0.032118,-14.859591,0.032118,0,0,503,True
insider_cluster_buy_30d_w,insider,-0.02705,-0.02705,-12.151971,0.02705,0,0,503,True
insider_net_buy_ratio,insider,-0.018183,-0.018183,-6.14049,0.018183,0,0,503,True
insider_net_intensity_60d,insider,0.022604,0.022604,8.484055,0.022604,0,0,503,True
insider_role_skew_30d,insider,0.027197,0.027197,10.781458,0.027197,0,0,503,True
intraday_ret,intraday,,,,,0,0,503,False
large_trade_ratio,trade_microstructure,,,,,0,0,503,False
last_30m_ret,intraday,,,,,0,0,503,False
late_day_aggressiveness,trade_microstructure,,,,,0,0,503,False
leverage_vol_20d,composite,-4.5e-05,-4.5e-05,-0.011768,4.5e-05,0,0,503,False
liquidity_momentum,composite,-0.008553,-0.008553,-1.349013,0.008553,0,0,503,False
low_52w_ratio,technical,0.047577,0.047577,7.76489,0.047577,0,0,503,True
macd_histogram,technical,-0.011043,-0.011043,-2.113437,0.011043,0,0,503,False
macd_signal,technical,-0.011896,-0.011896,-2.048308,0.011896,0,0,503,False
macro_risk_on,composite,,,,,0,0,503,False
margin_quality_combo,composite,0.007335,0.007335,1.491828,0.007335,0,0,503,False
market_ret_20d,macro,,,,,0,0,503,False
mean_reversion_combo,composite,-0.007487,-0.007487,-1.409575,0.007487,0,0,503,False
mom_vol_adj_20d,composite,-0.010224,-0.010224,-1.684278,0.010224,0,0,503,False
mom_vol_adj_60d,composite,-0.004167,-0.004167,-0.672968,0.004167,0,0,503,False
momentum_rank_20d,technical,-0.008527,-0.008527,-1.313113,0.008527,0,0,503,False
momentum_rank_60d,technical,-0.002249,-0.002249,-0.342754,0.002249,0,0,503,False
narrow_leadership_score,composite,-0.00446,-0.00446,-0.646616,0.00446,0,0,503,False
net_grade_change_20d,analyst_proxy,-0.011884,-0.011884,-4.063462,0.011884,0,0,503,False
net_grade_change_5d,analyst_proxy,,,,,0,0,503,False
net_grade_change_60d,analyst_proxy,-0.012804,-0.012804,-3.785748,0.012804,0,0,503,False
obv_slope,technical,-0.012167,-0.012167,-2.614562,0.012167,0,0,503,False
off_exchange_volume_ratio,trade_microstructure,,,,,0,0,503,False
offhours_trade_ratio,trade_microstructure,,,,,0,0,503,False
open_30m_ret,intraday,,,,,0,0,503,False
operating_margin,fundamental,-0.019071,-0.019071,-4.214705,0.019071,0,0,503,False
overnight_gap,daily,-0.003423,-0.003423,-0.550487,0.003423,0,0,503,False
overnight_ret,intraday,,,,,0,0,503,False
pb_ratio,fundamental,0.028172,0.028172,4.672061,0.028172,0,0,503,True
pe_ratio,fundamental,-8.1e-05,-8.1e-05,-0.012881,8.1e-05,0,0,503,False
pead_setup,earnings,-0.005132,-0.005132,-1.309423,0.005132,0,0,503,False
profitability_combo,composite,0.012688,0.012688,2.764839,0.012688,0,0,503,False
ps_ratio,fundamental,0.003268,0.003268,0.466678,0.003268,0,0,503,False
quality_value_roa_pe,composite,0.000246,0.000246,0.039636,0.000246,0,0,503,False
quality_value_roe_pb,composite,-0.029452,-0.029452,-4.904175,0.029452,0,0,503,True
realized_vol_1d,intraday,,,,,0,0,503,False
recent_8k_count_20d,sec_filing,-0.009163,-0.009163,-3.587045,0.009163,0,0,503,False
recent_8k_count_5d,sec_filing,-0.00712,-0.00712,-2.94543,0.00712,0,0,503,False
recent_8k_count_60d,sec_filing,-0.013407,-0.013407,-5.062023,0.013407,0,0,503,False
residual_momentum,technical,-0.010587,-0.010587,-1.634739,0.010587,0,0,503,False
residual_ret_10d,technical,-0.007605,-0.007605,-1.148879,0.007605,0,0,503,False
residual_ret_5d,technical,-0.006524,-0.006524,-1.030733,0.006524,0,0,503,False
ret_10d,technical,-0.008568,-0.008568,-1.315555,0.008568,0,0,503,False
ret_20d,technical,-0.008527,-0.008527,-1.313113,0.008527,0,0,503,False
ret_5d,technical,-0.008377,-0.008377,-1.342597,0.008377,0,0,503,False
ret_60d,technical,-0.002249,-0.002249,-0.342754,0.002249,0,0,503,False
ret_vol_interaction_20d,composite,-0.008553,-0.008553,-1.349013,0.008553,0,0,503,False
ret_vol_interaction_60d,composite,-0.001557,-0.001557,-0.240473,0.001557,0,0,503,False
return_dispersion_20d,composite,-0.009176,-0.009176,-1.341944,0.009176,0,0,503,False
revenue_growth_yoy,fundamental,0.022804,0.022804,3.556123,0.022804,0,0,503,False
revenue_revision_pct,analyst,-0.360925,-0.360925,-1.828569,0.360925,0,0,503,False
risk_sentiment,composite,,,,,0,0,503,False
roa,fundamental,0.014575,0.014575,2.601167,0.014575,0,0,503,False
roe,fundamental,0.01115,0.01115,2.558602,0.01115,0,0,503,False
rsi_14,technical,-0.013108,-0.013108,-2.11722,0.013108,0,0,503,False
rsi_28,technical,-0.013171,-0.013171,-2.038749,0.013171,0,0,503,False
sector_pressure,sector_rotation,,,,,0,0,503,False
sector_pressure_x_divergence,sector_rotation,,,,,0,0,503,False
sector_rel_ret_5d,sector_rotation,,,,,0,0,503,False
sector_volume_surge,sector_rotation,,,,,0,0,503,False
short_interest_abnormal_1y,short_interest,-0.005908,-0.005908,-1.897788,0.005908,0,0,503,False
short_interest_change,short_interest,-0.000892,-0.000892,-0.290785,0.000892,0,0,503,False
short_interest_change_20d,short_interest,-0.000892,-0.000892,-0.290785,0.000892,0,0,503,False
short_interest_ratio,short_interest,-0.007075,-0.007075,-1.690243,0.007075,0,0,503,False
short_interest_sector_rel,short_interest,-0.003419,-0.003419,-0.94339,0.003419,0,0,503,False
short_sale_accel,shorting,-0.004268,-0.004268,-1.174649,0.004268,0,0,503,False
short_sale_ratio_1d,shorting,,,,,0,0,503,False
short_sale_ratio_5d,shorting,-0.022825,-0.022825,-4.832453,0.022825,0,0,503,True
short_squeeze_setup,short_interest,0.002642,0.002642,0.775195,0.002642,0,0,503,False
sp500_breadth,macro,,,,,0,0,503,False
spread_stress,composite,,,,,0,0,503,False
stoch_d,technical,-0.015397,-0.015397,-2.636477,0.015397,0,0,503,True
stoch_k,technical,-0.010429,-0.010429,-1.852513,0.010429,0,0,503,False
stock_beta_252,technical,0.055633,0.055633,4.816054,0.055633,0,0,503,True
stock_vs_sector_20d,sector_rotation,,,,,0,0,503,False
surprise_flip_qoq,earnings,-0.004829,-0.004829,-2.122826,0.004829,0,0,503,False
surprise_vs_history,earnings,-0.006259,-0.006259,-2.36088,0.006259,0,0,503,False
target_dispersion_proxy,analyst_proxy,-0.011034,-0.011034,-0.731209,0.011034,0,0,503,False
target_price_drift,analyst_proxy,-0.040369,-0.040369,-1.063856,0.040369,0,0,503,False
trade_imbalance_proxy,trade_microstructure,,,,,0,0,503,False
transactions_count_zscore,intraday,,,,,0,0,503,False
trend_confirmation,composite,-0.012248,-0.012248,-2.291479,0.012248,0,0,503,False
turnover_rate,technical,0.010254,0.010254,1.830418,0.010254,0,0,503,False
upgrade_count,analyst_proxy,-0.005653,-0.005653,-1.913078,0.005653,0,0,503,False
valuation_spread_pb_pe,composite,0.002911,0.002911,0.584199,0.002911,0,0,503,False
value_mom_pb,composite,-0.031216,-0.031216,-5.175824,0.031216,0,0,503,True
value_mom_pe,composite,-0.000216,-0.000216,-0.034985,0.000216,0,0,503,False
vix,macro,,,,,0,0,503,False
vix_change_5d,macro,,,,,0,0,503,False
vix_rank,macro,,,,,0,0,503,False
vol_20d,technical,0.067356,0.067356,8.370116,0.067356,0,0,503,True
vol_60d,technical,0.079366,0.079366,8.900368,0.079366,0,0,503,True
vol_change,technical,0.001615,0.001615,0.395683,0.001615,0,0,503,False
vol_rank,technical,0.067356,0.067356,8.370116,0.067356,0,0,503,True
vol_scaled_reversal_5d,technical,0.008615,0.008615,1.505827,0.008615,0,0,503,False
volume_curve_surprise,intraday,,,,,0,0,503,False
volume_ratio_20d,technical,0.004829,0.004829,1.519355,0.004829,0,0,503,False
volume_ratio_5d,technical,-0.004738,-0.004738,-1.475699,0.004738,0,0,503,False
volume_surge,daily,-0.006973,-0.006973,-2.112455,0.006973,0,0,503,False
vwap_deviation,technical,0.005836,0.005836,1.14893,0.005836,0,0,503,False
yield_10y,macro,,,,,0,0,503,False
yield_spread_10y2y,macro,,,,,0,0,503,False
