feature,family,mean_ic,t_stat,sign_consistent_windows,status,excluded_reason
abnormal_off_exchange_shorting,shorting,,,0,FAIL,data_source_block
above_20dma,technical,-0.017886,-2.14038,0,FAIL,
accruals,fundamental,,,0,FAIL,family_not_in_horizon
adx_14,technical,-0.010367,-1.735773,0,FAIL,
amihud,technical,0.049114,6.618937,0,FAIL,
analyst_coverage,analyst,,,0,FAIL,
asset_growth,fundamental,,,0,FAIL,family_not_in_horizon
atr_14,technical,0.053889,4.133009,0,FAIL,
bb_position,technical,-0.018002,-2.021672,0,FAIL,
bb_width,technical,0.033413,3.288473,0,FAIL,
breadth_momentum,composite,,,0,FAIL,
breadth_pct_above_20dma,composite,-0.01578,-1.86105,0,FAIL,
cci_20,technical,-0.018912,-2.162078,0,FAIL,
close_to_vwap,intraday,-0.016675,-1.518644,0,FAIL,
consensus_upside,analyst_proxy,,,0,FAIL,
coverage_change_proxy,analyst_proxy,,,0,FAIL,feature_not_applicable_to_horizon
credit_spread,macro,,,0,FAIL,family_not_in_horizon
credit_spread_change,macro,,,0,FAIL,family_not_in_horizon
credit_widening_x_leverage,composite,-0.020912,-2.777909,0,FAIL,
crowding_unwind_risk,short_interest,,,0,FAIL,family_not_in_horizon
current_ratio,fundamental,,,0,FAIL,family_not_in_horizon
curve_inverted_x_growth,composite,,,0,FAIL,
days_since_last_10k,sec_filing,-0.011683,-2.516944,0,FAIL,
days_since_last_10q,sec_filing,0.001208,0.241459,0,FAIL,
days_since_last_8k,sec_filing,0.015424,2.966502,0,FAIL,
debt_to_equity,fundamental,,,0,FAIL,family_not_in_horizon
dividend_yield,fundamental,,,0,FAIL,family_not_in_horizon
downgrade_count,analyst_proxy,-0.001012,-0.186153,0,FAIL,
earnings_beat_recency,earnings,-0.002292,-0.471852,0,FAIL,
earnings_beat_recency_30d,earnings,-0.002292,-0.471852,0,FAIL,
earnings_beat_streak,earnings,0.00134,0.232263,0,FAIL,
earnings_growth_yoy,fundamental,,,0,FAIL,family_not_in_horizon
earnings_surprise_avg_4q,earnings,0.011069,1.877674,0,FAIL,
earnings_surprise_latest,earnings,0.009308,1.729732,0,FAIL,
earnings_surprise_recency,earnings,0.003982,0.831633,0,FAIL,
earnings_surprise_recency_20d,earnings,0.003084,0.672541,0,FAIL,
eps_revision_direction,analyst,,,0,FAIL,
eps_surprise,fundamental,,,0,FAIL,family_not_in_horizon
ev_ebitda,fundamental,,,0,FAIL,family_not_in_horizon
fcf_mom_20d,composite,-0.010214,-1.221357,0,FAIL,
fcf_yield,fundamental,,,0,FAIL,family_not_in_horizon
ffr,macro,,,0,FAIL,family_not_in_horizon
filing_burst_20d,sec_filing,-0.014514,-3.1164,0,FAIL,
financial_health_trend,analyst_proxy,,,0,FAIL,feature_not_applicable_to_horizon
gap_pct,intraday,0.026593,3.869747,0,FAIL,
gk_vol,technical,0.052354,4.202467,0,FAIL,
gross_margin,fundamental,,,0,FAIL,family_not_in_horizon
has_recent_8k_5d,sec_filing,-0.009436,-1.989797,0,FAIL,
high_52w_ratio,technical,-0.020546,-1.71588,0,FAIL,
high_vix_x_beta,composite,0.013017,0.50386,0,FAIL,
idio_vol,technical,0.02629,1.977462,0,FAIL,
insider_abnormal_buy_90d,insider,-0.024946,-3.087315,0,FAIL,
insider_buy_intensity_20d,insider,-0.01368,-3.637985,0,FAIL,
insider_buy_value,insider,-0.026226,-6.776286,0,FAIL,
insider_cluster_buy,insider,-0.016927,-4.526202,0,FAIL,
insider_cluster_buy_30d_w,insider,-0.021576,-5.892745,0,FAIL,
insider_net_buy_ratio,insider,-0.024494,-3.354119,0,FAIL,
insider_net_intensity_60d,insider,0.015301,3.4905,0,FAIL,
insider_role_skew_30d,insider,0.018661,4.90445,0,FAIL,
intraday_ret,intraday,-0.00106,-0.099865,0,FAIL,
large_trade_ratio,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
last_30m_ret,intraday,-0.009412,-0.856151,0,FAIL,
late_day_aggressiveness,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
leverage_vol_20d,composite,-0.000481,-0.089072,0,FAIL,
liquidity_momentum,composite,-0.026866,-2.628151,0,FAIL,
low_52w_ratio,technical,0.027427,2.526473,0,FAIL,
macd_histogram,technical,-0.019143,-2.60871,0,FAIL,
macd_signal,technical,-0.019513,-1.992477,0,FAIL,
macro_risk_on,composite,,,0,FAIL,
margin_quality_combo,composite,0.011674,1.685097,0,FAIL,
market_ret_20d,macro,,,0,FAIL,family_not_in_horizon
mean_reversion_combo,composite,-0.014015,-1.756245,0,FAIL,
