feature,family,mean_ic,t_stat,sign_consistent_windows,status,excluded_reason
abnormal_off_exchange_shorting,shorting,,,0,FAIL,data_source_block
above_20dma,technical,-0.001291,-0.156164,0,FAIL,
accruals,fundamental,-0.039735,-7.221765,0,FAIL,
adx_14,technical,-0.003451,-0.565384,0,FAIL,
amihud,technical,0.087232,15.418988,0,FAIL,
analyst_coverage,analyst,,,0,FAIL,
asset_growth,fundamental,0.031746,4.212661,0,FAIL,
atr_14,technical,0.086921,6.869651,0,FAIL,
bb_position,technical,-0.001132,-0.133957,0,FAIL,
bb_width,technical,0.052321,5.901601,0,FAIL,
breadth_momentum,composite,,,0,FAIL,
breadth_pct_above_20dma,composite,0.000667,0.078473,0,FAIL,
cci_20,technical,-0.003943,-0.469007,0,FAIL,
close_to_vwap,intraday,,,0,FAIL,family_not_in_horizon
consensus_upside,analyst_proxy,,,0,FAIL,
coverage_change_proxy,analyst_proxy,,,0,FAIL,
credit_spread,macro,,,0,FAIL,
credit_spread_change,macro,,,0,FAIL,
credit_widening_x_leverage,composite,-0.038043,-4.367673,0,FAIL,
crowding_unwind_risk,short_interest,-0.050011,-5.553436,0,FAIL,
current_ratio,fundamental,0.049599,5.581076,0,FAIL,
curve_inverted_x_growth,composite,,,0,FAIL,
days_since_last_10k,sec_filing,-0.013642,-2.524008,0,FAIL,
days_since_last_10q,sec_filing,-0.012526,-2.399698,0,FAIL,
days_since_last_8k,sec_filing,0.016876,3.616264,0,FAIL,
debt_to_equity,fundamental,-0.03064,-4.869887,0,FAIL,
dividend_yield,fundamental,-0.037615,-5.084477,0,FAIL,
downgrade_count,analyst_proxy,0.01438,2.504818,0,FAIL,
earnings_beat_recency,earnings,-0.006606,-1.3285,0,FAIL,
earnings_beat_recency_30d,earnings,-0.006606,-1.3285,0,FAIL,
earnings_beat_streak,earnings,-0.005605,-1.085232,0,FAIL,
earnings_growth_yoy,fundamental,0.013845,1.71667,0,FAIL,
earnings_surprise_avg_4q,earnings,0.003965,0.627652,0,FAIL,
earnings_surprise_latest,earnings,0.003354,0.668803,0,FAIL,
earnings_surprise_recency,earnings,-0.001501,-0.312633,0,FAIL,
earnings_surprise_recency_20d,earnings,-0.001685,-0.369184,0,FAIL,
eps_revision_direction,analyst,,,0,FAIL,
eps_surprise,fundamental,-0.016884,-3.168525,0,FAIL,
ev_ebitda,fundamental,0.020276,2.459535,0,FAIL,
fcf_mom_20d,composite,0.002809,0.360035,0,FAIL,
fcf_yield,fundamental,0.013654,1.664596,0,FAIL,
ffr,macro,,,0,FAIL,
filing_burst_20d,sec_filing,-0.017687,-3.97669,0,FAIL,
financial_health_trend,analyst_proxy,0.028351,3.267298,0,FAIL,
gap_pct,intraday,,,0,FAIL,family_not_in_horizon
gk_vol,technical,0.08806,7.151182,0,FAIL,
gross_margin,fundamental,0.041653,6.343846,0,FAIL,
has_recent_8k_5d,sec_filing,-0.011629,-2.677803,0,FAIL,
high_52w_ratio,technical,-0.027079,-2.967614,0,FAIL,
high_vix_x_beta,composite,-0.004089,-0.19045,0,FAIL,
idio_vol,technical,0.045942,3.080936,0,FAIL,
insider_abnormal_buy_90d,insider,-0.043831,-4.482075,0,FAIL,
insider_buy_intensity_20d,insider,-0.026624,-8.39463,0,FAIL,
insider_buy_value,insider,-0.049203,-15.394357,0,FAIL,
insider_cluster_buy,insider,-0.037228,-13.421086,0,FAIL,
insider_cluster_buy_30d_w,insider,-0.036682,-12.417228,0,FAIL,
insider_net_buy_ratio,insider,-0.035744,-5.127715,0,FAIL,
insider_net_intensity_60d,insider,0.025093,8.13607,0,FAIL,
insider_role_skew_30d,insider,0.031355,10.105107,0,FAIL,
intraday_ret,intraday,,,0,FAIL,family_not_in_horizon
large_trade_ratio,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
last_30m_ret,intraday,,,0,FAIL,family_not_in_horizon
late_day_aggressiveness,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
leverage_vol_20d,composite,-0.005701,-0.94285,0,FAIL,
liquidity_momentum,composite,0.003297,0.354813,0,FAIL,
low_52w_ratio,technical,0.045664,5.058371,0,FAIL,
macd_histogram,technical,-0.013239,-1.510902,0,FAIL,
macd_signal,technical,0.005446,0.537926,0,FAIL,
macro_risk_on,composite,,,0,FAIL,
margin_quality_combo,composite,0.024618,3.859987,0,FAIL,
market_ret_20d,macro,,,0,FAIL,
mean_reversion_combo,composite,-0.00305,-0.370015,0,FAIL,
mom_vol_adj_20d,composite,-0.000892,-0.093783,0,FAIL,
mom_vol_adj_60d,composite,0.015369,1.47295,0,FAIL,
momentum_rank_20d,technical,0.002131,0.227356,0,FAIL,
momentum_rank_60d,technical,0.017048,1.655334,0,FAIL,
narrow_leadership_score,composite,-0.008709,-0.858977,0,FAIL,
net_grade_change_20d,analyst_proxy,-0.019602,-2.493981,0,FAIL,
net_grade_change_5d,analyst_proxy,,,0,FAIL,feature_not_applicable_to_horizon
net_grade_change_60d,analyst_proxy,-0.044161,-5.074968,0,FAIL,
obv_slope,technical,-0.004996,-0.679351,0,FAIL,
off_exchange_volume_ratio,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
offhours_trade_ratio,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
open_30m_ret,intraday,,,0,FAIL,family_not_in_horizon
operating_margin,fundamental,-0.025779,-5.07597,0,FAIL,
overnight_gap,daily,-0.005392,-0.560985,0,FAIL,
overnight_ret,intraday,,,0,FAIL,family_not_in_horizon
pb_ratio,fundamental,0.030045,3.186447,0,FAIL,
pe_ratio,fundamental,-0.008135,-0.957209,0,FAIL,
pead_setup,earnings,-0.005778,-1.027749,0,FAIL,
profitability_combo,composite,0.014212,2.070943,0,FAIL,
ps_ratio,fundamental,0.009878,0.987757,0,FAIL,
quality_value_roa_pe,composite,0.007359,0.857442,0,FAIL,
quality_value_roe_pb,composite,-0.034135,-3.659272,0,FAIL,
realized_vol_1d,intraday,,,0,FAIL,family_not_in_horizon
recent_8k_count_20d,sec_filing,-0.014412,-3.146567,0,FAIL,
recent_8k_count_5d,sec_filing,-0.012448,-2.856013,0,FAIL,
recent_8k_count_60d,sec_filing,-0.02485,-5.453752,0,FAIL,
residual_momentum,technical,0.031653,2.760142,0,FAIL,
residual_ret_10d,technical,-0.005462,-0.578476,0,FAIL,
residual_ret_5d,technical,-0.004508,-0.477346,0,FAIL,
ret_10d,technical,-0.004939,-0.510782,0,FAIL,
ret_20d,technical,0.002131,0.227356,0,FAIL,
ret_5d,technical,-0.002522,-0.276934,0,FAIL,
ret_60d,technical,0.017048,1.655334,0,FAIL,
ret_vol_interaction_20d,composite,0.003297,0.354813,0,FAIL,
ret_vol_interaction_60d,composite,0.017959,1.780223,0,FAIL,
return_dispersion_20d,composite,0.003828,0.384422,0,FAIL,
revenue_growth_yoy,fundamental,0.019677,1.780572,0,FAIL,
revenue_revision_pct,analyst,,,0,FAIL,
risk_sentiment,composite,,,0,FAIL,
roa,fundamental,0.00744,0.993742,0,FAIL,
roe,fundamental,0.012187,1.77744,0,FAIL,
rsi_14,technical,0.000599,0.063386,0,FAIL,
rsi_28,technical,0.002263,0.216256,0,FAIL,
sector_pressure,sector_rotation,,,0,FAIL,
