feature,family,mean_ic,t_stat,sign_consistent_windows,status,excluded_reason
abnormal_off_exchange_shorting,shorting,,,0,FAIL,data_source_block
above_20dma,technical,-0.010417,-1.167959,4,FAIL,
accruals,fundamental,,,0,FAIL,family_not_in_horizon
adx_14,technical,-0.002042,-0.272258,3,FAIL,
amihud,technical,0.0024,0.262552,4,FAIL,
analyst_coverage,analyst,-0.008603,-0.062859,1,FAIL,
asset_growth,fundamental,,,0,FAIL,family_not_in_horizon
atr_14,technical,0.034377,1.940145,4,FAIL,
bb_position,technical,-0.013058,-1.218348,5,FAIL,
bb_width,technical,0.012411,0.965573,4,FAIL,
breadth_momentum,composite,,,0,FAIL,
breadth_pct_above_20dma,composite,-0.010574,-1.15989,4,FAIL,
cci_20,technical,-0.014212,-1.346035,5,FAIL,
close_to_vwap,intraday,0.011717,1.031356,4,FAIL,
consensus_upside,analyst_proxy,-0.027257,-3.077836,4,FAIL,
coverage_change_proxy,analyst_proxy,,,0,FAIL,feature_not_applicable_to_horizon
credit_spread,macro,,,0,FAIL,family_not_in_horizon
credit_spread_change,macro,,,0,FAIL,family_not_in_horizon
credit_widening_x_leverage,composite,0.004028,0.352339,3,FAIL,
crowding_unwind_risk,short_interest,,,0,FAIL,family_not_in_horizon
current_ratio,fundamental,,,0,FAIL,family_not_in_horizon
curve_inverted_x_growth,composite,0.013961,1.221538,3,FAIL,
days_since_last_10k,sec_filing,-0.001646,-0.296418,4,FAIL,
days_since_last_10q,sec_filing,-0.005619,-1.112918,4,FAIL,
days_since_last_8k,sec_filing,0.010264,2.169368,3,FAIL,
debt_to_equity,fundamental,,,0,FAIL,family_not_in_horizon
dividend_yield,fundamental,,,0,FAIL,family_not_in_horizon
downgrade_count,analyst_proxy,0.007244,1.582189,4,FAIL,
earnings_beat_recency,earnings,-0.004383,-0.849657,4,FAIL,
earnings_beat_recency_30d,earnings,-0.004383,-0.849657,4,FAIL,
earnings_beat_streak,earnings,-0.002695,-0.488647,4,FAIL,
earnings_growth_yoy,fundamental,,,0,FAIL,family_not_in_horizon
earnings_surprise_avg_4q,earnings,-0.005283,-0.953743,3,FAIL,
earnings_surprise_latest,earnings,0.00982,1.696441,5,FAIL,
earnings_surprise_recency,earnings,0.004516,0.796344,5,FAIL,
earnings_surprise_recency_20d,earnings,0.004337,0.780216,4,FAIL,
eps_revision_direction,analyst,-0.004095,-1.716923,4,FAIL,
eps_surprise,fundamental,,,0,FAIL,family_not_in_horizon
ev_ebitda,fundamental,,,0,FAIL,family_not_in_horizon
fcf_mom_20d,composite,-0.018405,-2.057871,4,FAIL,
fcf_yield,fundamental,,,0,FAIL,family_not_in_horizon
ffr,macro,,,0,FAIL,family_not_in_horizon
filing_burst_20d,sec_filing,-0.001057,-0.210571,2,FAIL,
financial_health_trend,analyst_proxy,,,0,FAIL,feature_not_applicable_to_horizon
gap_pct,intraday,0.016632,4.32267,6,FAIL,
gk_vol,technical,0.028269,1.68171,3,FAIL,
gross_margin,fundamental,,,0,FAIL,family_not_in_horizon
has_recent_8k_5d,sec_filing,-0.007016,-1.721842,4,FAIL,
high_52w_ratio,technical,-0.001346,-0.086574,2,FAIL,
high_vix_x_beta,composite,0.007833,0.239406,3,FAIL,
idio_vol,technical,0.018082,1.430283,4,FAIL,
insider_abnormal_buy_90d,insider,-0.00223,-0.411556,3,FAIL,
insider_buy_intensity_20d,insider,-0.004835,-1.249744,4,FAIL,
insider_buy_value,insider,-0.017311,-3.476272,3,FAIL,
insider_cluster_buy,insider,-0.013613,-3.648496,5,FAIL,
insider_cluster_buy_30d_w,insider,-0.00878,-2.251146,4,FAIL,
insider_net_buy_ratio,insider,-0.002773,-0.702679,3,FAIL,
insider_net_intensity_60d,insider,0.008188,1.620894,4,FAIL,
insider_role_skew_30d,insider,0.013484,2.571257,4,FAIL,
intraday_ret,intraday,0.002735,0.232145,4,FAIL,
large_trade_ratio,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
last_30m_ret,intraday,0.00516,0.579415,4,FAIL,
late_day_aggressiveness,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
leverage_vol_20d,composite,-0.008532,-1.094875,4,FAIL,
liquidity_momentum,composite,-0.01487,-1.253379,3,FAIL,
low_52w_ratio,technical,0.018651,1.474915,4,FAIL,
macd_histogram,technical,-0.017232,-1.725721,5,FAIL,
macd_signal,technical,-0.012355,-1.019275,4,FAIL,
macro_risk_on,composite,,,0,FAIL,
margin_quality_combo,composite,0.003091,0.400693,2,FAIL,
market_ret_20d,macro,,,0,FAIL,family_not_in_horizon
mean_reversion_combo,composite,-0.012302,-1.2307,5,FAIL,
mom_vol_adj_20d,composite,-0.007883,-0.711309,4,FAIL,
mom_vol_adj_60d,composite,-0.01554,-1.306607,5,FAIL,
momentum_rank_20d,technical,-0.013908,-1.147277,3,FAIL,
momentum_rank_60d,technical,-0.015291,-1.238504,5,FAIL,
narrow_leadership_score,composite,0.017712,1.410909,4,FAIL,
net_grade_change_20d,analyst_proxy,-0.006988,-1.490128,5,FAIL,
net_grade_change_5d,analyst_proxy,-0.003565,-0.925184,5,FAIL,
net_grade_change_60d,analyst_proxy,,,0,FAIL,feature_not_applicable_to_horizon
obv_slope,technical,-0.00763,-0.927721,4,FAIL,
off_exchange_volume_ratio,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
offhours_trade_ratio,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
open_30m_ret,intraday,-0.007735,-0.692519,3,FAIL,
operating_margin,fundamental,,,0,FAIL,family_not_in_horizon
overnight_gap,daily,-0.002704,-0.22887,2,FAIL,
overnight_ret,intraday,0.016632,4.32267,6,FAIL,
pb_ratio,fundamental,,,0,FAIL,family_not_in_horizon
pe_ratio,fundamental,,,0,FAIL,family_not_in_horizon
pead_setup,earnings,-0.007438,-1.08152,4,FAIL,
profitability_combo,composite,0.014511,2.197579,3,FAIL,
ps_ratio,fundamental,,,0,FAIL,family_not_in_horizon
quality_value_roa_pe,composite,-0.000513,-0.048747,2,FAIL,
