feature,family,mean_ic,t_stat,sign_consistent_windows,status,excluded_reason
abnormal_off_exchange_shorting,shorting,,,0,FAIL,data_source_block
above_20dma,technical,-0.018642,-1.982745,6,FAIL,
accruals,fundamental,,,0,FAIL,family_not_in_horizon
adx_14,technical,-0.000573,-0.070267,3,FAIL,
amihud,technical,0.005106,0.626135,4,FAIL,
analyst_coverage,analyst,,,0,FAIL,family_not_in_horizon
asset_growth,fundamental,,,0,FAIL,family_not_in_horizon
atr_14,technical,0.015362,0.805707,5,FAIL,
bb_position,technical,-0.020367,-1.962562,6,FAIL,
bb_width,technical,0.006871,0.531892,4,FAIL,
breadth_momentum,composite,,,0,FAIL,
breadth_pct_above_20dma,composite,-0.020656,-2.14694,6,FAIL,
cci_20,technical,-0.018775,-1.815329,6,FAIL,
close_to_vwap,intraday,-0.013695,-1.2107,4,FAIL,
consensus_upside,analyst_proxy,,,0,FAIL,family_not_in_horizon
coverage_change_proxy,analyst_proxy,,,0,FAIL,family_not_in_horizon
credit_spread,macro,,,0,FAIL,family_not_in_horizon
credit_spread_change,macro,,,0,FAIL,family_not_in_horizon
credit_widening_x_leverage,composite,-0.0079,-0.676942,3,FAIL,
crowding_unwind_risk,short_interest,,,0,FAIL,family_not_in_horizon
current_ratio,fundamental,,,0,FAIL,family_not_in_horizon
curve_inverted_x_growth,composite,0.007867,0.813975,3,FAIL,
days_since_last_10k,sec_filing,,,0,FAIL,family_not_in_horizon
days_since_last_10q,sec_filing,,,0,FAIL,family_not_in_horizon
days_since_last_8k,sec_filing,,,0,FAIL,family_not_in_horizon
debt_to_equity,fundamental,,,0,FAIL,family_not_in_horizon
dividend_yield,fundamental,,,0,FAIL,family_not_in_horizon
downgrade_count,analyst_proxy,,,0,FAIL,family_not_in_horizon
earnings_beat_recency,earnings,-0.001513,-0.29195,3,FAIL,
earnings_beat_recency_30d,earnings,-0.001513,-0.29195,3,FAIL,
earnings_beat_streak,earnings,0.000287,0.053676,3,FAIL,
earnings_growth_yoy,fundamental,,,0,FAIL,family_not_in_horizon
earnings_surprise_avg_4q,earnings,0.00088,0.146351,3,FAIL,
earnings_surprise_latest,earnings,0.005745,1.059855,4,FAIL,
earnings_surprise_recency,earnings,0.002884,0.557316,4,FAIL,
earnings_surprise_recency_20d,earnings,0.002675,0.518526,4,FAIL,
eps_revision_direction,analyst,,,0,FAIL,family_not_in_horizon
eps_surprise,fundamental,,,0,FAIL,family_not_in_horizon
ev_ebitda,fundamental,,,0,FAIL,family_not_in_horizon
fcf_mom_20d,composite,-0.01252,-1.524546,4,FAIL,
fcf_yield,fundamental,,,0,FAIL,family_not_in_horizon
ffr,macro,,,0,FAIL,family_not_in_horizon
filing_burst_20d,sec_filing,,,0,FAIL,family_not_in_horizon
financial_health_trend,analyst_proxy,,,0,FAIL,family_not_in_horizon
gap_pct,intraday,0.009773,2.925794,6,FAIL,
gk_vol,technical,0.01194,0.674159,4,FAIL,
gross_margin,fundamental,,,0,FAIL,family_not_in_horizon
has_recent_8k_5d,sec_filing,,,0,FAIL,family_not_in_horizon
high_52w_ratio,technical,-0.008896,-0.569294,3,FAIL,
high_vix_x_beta,composite,-0.012073,-0.345032,3,FAIL,
idio_vol,technical,0.008931,0.627881,4,FAIL,
insider_abnormal_buy_90d,insider,,,0,FAIL,family_not_in_horizon
