feature,family,mean_ic,t_stat,sign_consistent_windows,status,excluded_reason
above_20dma,technical,-0.003919,-0.365974,3,FAIL,
accruals,fundamental,-0.028421,-5.538019,5,FAIL,
adx_14,technical,-0.01255,-1.574091,3,FAIL,
amihud,technical,-0.018945,-2.033766,4,FAIL,
analyst_coverage,analyst,-0.247622,-1.532236,1,FAIL,
asset_growth,fundamental,0.044822,7.022768,5,FAIL,
atr_14,technical,0.03184,1.655601,2,FAIL,
bb_position,technical,-0.003971,-0.328539,3,FAIL,
bb_width,technical,0.021819,1.678917,2,FAIL,
breadth_momentum,composite,,,0,FAIL,
breadth_pct_above_20dma,composite,-0.005118,-0.471584,3,FAIL,
cci_20,technical,-0.004207,-0.351117,3,FAIL,
close_to_vwap,intraday,,,0,FAIL,family_not_in_horizon
credit_spread,macro,,,0,FAIL,
credit_spread_change,macro,,,0,FAIL,
credit_widening_x_leverage,composite,-0.016665,-1.241349,3,FAIL,
crowding_unwind_risk,short_interest,0.01709,3.048442,4,FAIL,
current_ratio,fundamental,-0.013937,-1.227864,2,FAIL,
curve_inverted_x_growth,composite,0.03662,2.989368,2,FAIL,
days_since_last_10k,sec_filing,-0.003104,-0.459359,3,FAIL,
days_since_last_10q,sec_filing,-0.026965,-5.167418,5,FAIL,
days_since_last_8k,sec_filing,-0.005348,-1.002459,3,FAIL,
debt_to_equity,fundamental,-0.013703,-1.727312,3,FAIL,
dividend_yield,fundamental,-0.040967,-2.837567,3,FAIL,
earnings_beat_recency,earnings,-0.007467,-1.43338,3,FAIL,
earnings_beat_recency_30d,earnings,-0.007467,-1.43338,3,FAIL,
earnings_beat_streak,earnings,-0.009949,-2.086126,2,FAIL,
earnings_growth_yoy,fundamental,0.042661,9.165304,5,FAIL,
earnings_surprise_avg_4q,earnings,-0.017505,-2.567546,3,FAIL,
earnings_surprise_latest,earnings,0.00143,0.194962,3,FAIL,
earnings_surprise_recency,earnings,-0.002893,-0.405844,2,FAIL,
earnings_surprise_recency_20d,earnings,-0.000757,-0.112849,2,FAIL,
eps_revision_direction,analyst,-0.008617,-3.472333,4,FAIL,
eps_surprise,fundamental,-0.006378,-1.129733,3,FAIL,
ev_ebitda,fundamental,0.023762,2.136569,4,FAIL,
fcf_mom_20d,composite,-0.010465,-1.063973,3,FAIL,
fcf_yield,fundamental,-0.007313,-0.743905,3,FAIL,
ffr,macro,,,0,FAIL,
filing_burst_20d,sec_filing,0.019097,2.575018,3,FAIL,
gap_pct,intraday,,,0,FAIL,family_not_in_horizon
gk_vol,technical,0.021974,1.168407,2,FAIL,
gross_margin,fundamental,0.027035,2.744419,2,FAIL,
has_recent_8k_5d,sec_filing,-0.001646,-0.307209,3,FAIL,
high_52w_ratio,technical,0.028215,2.347881,4,FAIL,
high_vix_x_beta,composite,0.01343,0.258735,2,FAIL,
idio_vol,technical,0.020763,1.405059,2,FAIL,
insider_abnormal_buy_90d,insider,-0.008338,-1.390976,2,FAIL,
insider_buy_intensity_20d,insider,-0.005615,-1.017844,3,FAIL,
insider_buy_value,insider,-0.040629,-6.767987,4,FAIL,
insider_cluster_buy,insider,-0.033397,-7.070305,4,FAIL,
insider_cluster_buy_30d_w,insider,-0.018808,-3.6495,3,FAIL,
insider_net_buy_ratio,insider,-0.021441,-5.702054,4,FAIL,
insider_net_intensity_60d,insider,0.021716,2.97406,4,FAIL,
insider_role_skew_30d,insider,0.016646,2.385285,3,FAIL,
intraday_ret,intraday,,,0,FAIL,family_not_in_horizon
large_trade_ratio,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
last_30m_ret,intraday,,,0,FAIL,family_not_in_horizon
late_day_aggressiveness,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
leverage_vol_20d,composite,-0.013304,-1.81257,4,FAIL,
liquidity_momentum,composite,-0.007121,-0.51987,3,FAIL,
low_52w_ratio,technical,0.068019,5.361495,4,FAIL,
macd_histogram,technical,-3.4e-05,-0.003455,3,FAIL,
macd_signal,technical,-0.017261,-1.407409,4,FAIL,
macro_risk_on,composite,,,0,FAIL,
margin_quality_combo,composite,0.039715,4.632609,3,FAIL,
market_ret_20d,macro,,,0,FAIL,
mean_reversion_combo,composite,-0.001799,-0.16428,3,FAIL,
mom_vol_adj_20d,composite,-0.008336,-0.601863,4,FAIL,
mom_vol_adj_60d,composite,-0.004563,-0.388805,3,FAIL,
momentum_rank_20d,technical,-0.006208,-0.444312,3,FAIL,
momentum_rank_60d,technical,-0.00371,-0.29265,3,FAIL,
narrow_leadership_score,composite,0.010002,0.690484,3,FAIL,
obv_slope,technical,-0.012406,-1.168922,4,FAIL,
off_exchange_volume_ratio,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
offhours_trade_ratio,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
open_30m_ret,intraday,,,0,FAIL,family_not_in_horizon
operating_margin,fundamental,0.006804,0.848279,2,FAIL,
overnight_gap,daily,-0.002386,-0.192169,3,FAIL,
overnight_ret,intraday,,,0,FAIL,family_not_in_horizon
pb_ratio,fundamental,0.036367,4.388733,5,FAIL,
pe_ratio,fundamental,0.008603,0.848565,4,FAIL,
pead_setup,earnings,-0.002053,-0.234107,2,FAIL,
profitability_combo,composite,0.017487,2.743583,3,FAIL,
ps_ratio,fundamental,0.028935,3.399185,4,FAIL,
quality_value_roa_pe,composite,-0.008249,-0.848041,4,FAIL,
quality_value_roe_pb,composite,-0.040327,-4.788719,5,FAIL,
realized_vol_1d,intraday,,,0,FAIL,family_not_in_horizon
recent_8k_count_20d,sec_filing,-0.001398,-0.254317,3,FAIL,
recent_8k_count_5d,sec_filing,-0.000395,-0.072951,3,FAIL,
recent_8k_count_60d,sec_filing,0.005942,1.090252,3,FAIL,
residual_momentum,technical,-0.051796,-4.509014,4,FAIL,
residual_ret_10d,technical,0.002564,0.210384,4,FAIL,
residual_ret_5d,technical,0.00611,0.546077,3,FAIL,
